2.2947,2,1,4,3,1
5.0843,1,1,6,8,2
1.4502,2,7,3,8,1
5.188,2,1,3,11,2
7.8339,2,7,3,0,1
5.5595,2,5,6,7,2
5.1567,1,7,1,2,2
3.2705,2,3,4,8,1
2.9373,1,3,4,0,1
2.0542,2,8,1,7,2
1.4805,2,3,1,9,2
2.0633,2,5,6,9,2
1.1074,2,6,1,5,1
1.6567,2,12,1,4,2
1.8133,2,5,3,6,2
2.355,2,8,4,3,2
3.4837,1,9,2,5,2
6.8095,2,7,6,0,1
4.2296,1,7,5,5,2
2.6067,1,5,6,7,1
0.93781,1,2,3,7,1
1.0059,2,2,4,7,2
1.7694,1,9,6,7,1
1.3896,2,9,3,3,1
1.288,2,1,4,0,1
1.2505,1,1,4,3,2
5.1009,2,1,5,8,1
1.3627,1,2,4,4,1
1.6681,1,6,1,4,2
1.1201,1,9,1,7,2
1.2936,1,3,2,0,1
0.92436,2,10,1,12,1
1.2852,1,7,2,5,1
4.4371,1,9,6,3,1
3.0589,1,5,5,9,2
2.2908,2,7,5,5,1
1.363,2,5,2,9,2
3.5154,1,2,1,7,1
1.1606,2,11,1,0,1
2.5488,2,6,1,7,2
2.6039,2,6,3,7,2
2.6774,2,7,4,0,1
6.4726,2,7,4,6,1
4.0309,2,9,1,0,1
2.2096,2,9,5,5,2
3.9295,2,6,5,0,1
2.1963,2,3,6,0,1
1.6794,2,7,4,0,1
4.5162,1,7,3,2,2
1.2836,2,9,1,8,1
2.3585,1,5,1,3,1
2.0165,1,2,4,7,1
2.1936,2,2,4,6,2
3.4671,1,12,4,4,1
4.0347,2,7,6,5,1
5.0185,2,7,2,9,2
2.0515,1,8,1,0,1
1.7414,2,9,1,7,1
1.7148,1,4,4,6,1
2.8597,1,9,3,1,2
2.1088,1,5,1,0,1
4.6335,2,2,1,4,2
5.9649,2,1,4,8,1
3.2166,2,9,3,8,1
1.8606,2,3,1,5,1
2.8133,1,11,3,1,2
7.28,2,9,6,5,1
3.3083,1,8,4,0,1
5.4867,2,11,3,8,1
2.8226,1,10,4,12,2
4.794,2,3,5,0,1
5.0348,1,8,4,0,1
6.3889,2,8,5,1,2
4.2048,1,3,3,5,2
3.3399,2,9,4,8,1
3.0501,1,7,4,9,2
2.171,1,9,5,5,1
7.0041,2,6,2,0,1
5.8134,1,1,1,7,1
2.7934,1,4,1,12,2
1.1635,2,5,2,7,1
1.9913,2,8,3,7,2
6.6976,2,3,2,9,2
1.5352,1,2,4,6,1
2.2241,2,5,1,6,2
3.7872,2,9,4,7,2
4.6895,2,9,2,3,1
1.5385,1,3,1,8,1
1.3895,2,12,1,10,2
1.475,1,3,1,0,1
7.9683,1,9,4,0,1
1.1752,2,5,3,0,1
5.0537,1,9,6,5,2
2.425,1,4,4,12,2
4.8591,1,6,5,2,2
4.0713,1,9,3,3,2
1.8944,1,3,1,0,1
3.1234,1,5,3,3,1
4.1094,1,8,6,0,1
3.1996,1,6,3,5,2
0.99798,2,1,6,8,1
1.2392,2,5,5,0,1
2.054,1,6,2,2,2
3.8401,1,5,5,7,1
1.1516,1,4,1,6,1
1.0994,1,7,4,2,2
2.0429,2,5,3,3,2
2.1181,2,7,1,0,1
2.563,2,8,1,9,2
2.2571,1,7,1,1,2
2.6237,2,8,4,11,2
2.1133,1,9,1,8,2
1.5057,2,8,1,11,2
3.549,1,6,1,2,2
1.1358,1,8,1,3,2
1.1616,1,7,6,5,2
1.3411,2,4,1,12,1
1.4077,2,6,1,0,1
4.3291,1,6,3,2,2
1.9019,1,7,5,9,2
3.9314,1,7,3,6,2
1.0809,2,7,1,0,1
6.7883,1,9,1,3,2
1.3765,2,1,4,0,1
2.9128,1,8,3,3,1
1.9963,2,4,1,0,1
2.6493,2,2,6,6,2
4.5964,2,6,1,4,1
2.7169,2,8,1,7,2
1.614,2,2,1,5,1
1.8326,2,6,1,4,1
2.5303,1,4,4,12,2
1.4183,1,4,1,2,2
1.1663,2,7,3,8,1
2.1384,1,7,4,6,2
1.4245,1,5,6,0,1
2.0814,2,5,1,6,2
1.405,1,7,4,1,2
1.4489,1,9,3,8,2
1.2618,2,6,5,0,1
1.4352,2,5,6,9,2
4.4289,2,1,3,8,2
1.5149,2,10,1,12,1
0.92121,1,1,1,7,1
1.7067,1,6,4,7,1
3.0563,2,1,4,0,1
1.3485,2,1,4,7,2
0.98161,1,2,3,7,1
0.9877,2,7,6,0,1
1.6468,1,2,4,5,2
1.072,1,12,4,4,1
1.8635,2,11,1,0,1
1.0101,2,11,3,0,1
2.6828,2,7,3,6,1
1.3954,1,9,1,8,2
1.5996,2,1,1,3,1
1.4394,2,1,4,3,1
1.9153,1,7,3,6,2
0.95434,1,8,4,7,1
1.7345,2,11,4,1,2
1.33,2,4,4,12,1
1.3384,1,12,4,10,1
1.6196,2,8,1,9,2
1.9529,1,9,1,3,2
2.0756,2,9,1,8,1
2.2556,1,6,6,2,2
1.4906,2,2,3,7,2
2.7751,1,7,5,5,2
1.191,2,6,4,4,1
1.5879,1,1,3,0,1
2.8374,1,9,5,5,1
1.6955,2,6,3,7,2
1.816,1,1,5,8,2
3.1085,2,9,2,5,1
1.3527,2,1,3,11,2
4.8259,1,3,1,5,2
3.3999,2,8,3,3,2
1.4651,1,2,4,6,1
1.8263,2,8,3,9,2
3.5679,1,5,1,6,1
1.8438,1,5,3,3,1
1.4219,2,7,1,9,2
1.5611,1,8,6,0,1
2.0445,1,11,1,8,2
1.0164,2,1,4,0,1
1.9044,2,5,5,7,2
1.5056,1,5,4,3,1
1.3511,2,5,5,0,1
1.731,2,1,3,3,2
1.8032,1,1,3,0,1
1.1929,1,7,4,9,2
3.3039,2,9,3,8,1
1.3139,2,7,4,0,1
2.5755,2,5,3,6,2
1.8629,2,4,1,12,1
1.1223,2,3,4,5,1
3.2184,1,8,3,3,1
1.3145,1,1,1,8,2
1.6645,2,1,3,9,2
1.8401,2,7,4,0,1
1.5278,1,4,1,6,1
2.5252,1,1,4,7,1
0.9637,2,3,1,5,1
1.054,1,2,1,4,1
2.5939,1,5,4,0,1
3.5019,1,8,1,0,1
2.7801,2,6,3,5,1
1.9607,2,11,1,8,1
1.6133,2,2,4,6,2
1.4633,2,12,1,10,2
1.7347,2,3,1,9,2
1.3918,1,9,6,3,1
1.8798,2,9,1,7,1
2.08,2,9,5,3,2
2.4506,2,6,3,0,1
2.5929,1,1,1,0,1
1.3057,1,9,5,3,1
2.8048,2,9,1,3,1
2.0309,1,8,2,0,1
1.3379,1,3,1,8,1
1.6685,1,5,6,7,1
1.0388,2,6,4,0,1
1.1671,1,4,4,6,1
0.96792,1,2,4,7,1
1.3846,2,5,2,9,2
2.1006,1,3,6,9,2
2.1985,2,8,3,11,2
1.5982,2,10,4,12,1
1.5262,1,1,4,3,2
2.7922,2,11,4,8,1
1.6109,1,2,1,5,2
2.0138,2,7,1,8,1
2.6305,1,9,4,7,1
1.0956,2,7,3,0,1
1.3164,2,5,3,3,2
2.9134,1,7,3,2,2
1.8366,1,7,4,2,2
2.4376,1,9,6,5,2
2.4262,2,6,1,0,1
2.0816,1,1,4,9,2
2.553,2,7,4,6,1
1.1241,2,1,1,9,2
3.2814,1,8,1,7,1
1.1864,1,6,4,2,2
1.3538,2,8,4,1,2
1.8445,2,9,2,3,1
1.4807,2,7,1,0,1
1.9775,1,5,5,9,2
1.111,2,3,5,0,1
1.5292,2,12,4,10,2
1.8581,2,7,3,9,2
3.421,1,7,1,1,2
1.5955,1,7,1,2,2
2.9142,1,1,3,7,1
1.1636,1,8,4,0,1
1.5585,1,3,1,0,1
1.5627,2,5,4,2,2
1.5052,2,7,3,0,1
1.5859,2,9,6,5,1
1.7269,1,5,3,2,2
1.0805,1,5,4,6,1
1.1869,1,5,5,7,1
3.601,2,1,1,7,2
4.2697,2,9,2,7,1
1.3896,2,5,4,6,2
1.2757,2,7,2,5,2
1.6086,2,9,6,3,2
4.6711,1,2,1,7,1
1.0508,2,3,3,0,1
2.0197,1,2,2,6,1
1.272,2,5,6,7,2
1.6924,2,6,1,5,1
1.9598,1,6,3,7,1
1.0046,1,8,3,7,1
1.7175,2,9,5,5,2
1.3027,2,9,3,0,1
1.9644,2,8,4,3,2
4.8331,1,6,3,5,2
1.0766,1,9,3,7,2
1.1552,1,7,6,9,2
2.5658,2,2,4,7,2
1.5518,2,7,1,0,1
1.4189,2,2,6,6,2
2.7202,1,1,1,3,2
1.0859,1,8,1,0,1
1.3044,1,6,2,2,2
1.1021,1,3,4,8,2
2.0197,1,2,5,6,1
2.2994,1,8,5,0,1
4.5586,1,1,1,0,1
2.2006,2,2,3,5,2
1.4856,1,8,3,0,1
4.5163,1,11,3,1,2
1.5571,2,3,3,9,2
1.7963,2,3,3,5,1
1.3851,1,7,2,5,1
1.5108,2,4,1,0,1
4.1132,1,9,2,5,2
1.3703,2,3,2,9,2
1.3354,1,8,3,0,1
1.9488,2,8,1,3,1
2.4334,1,6,1,2,2
1.2758,1,5,1,0,1
1.4545,1,1,4,11,2
1.5209,1,5,2,0,1
1.2628,1,10,1,12,2
1.2159,1,7,1,0,1
1.5811,2,3,6,0,1
2.4787,1,3,2,0,1
2.8009,1,11,1,1,2
2.2372,1,8,4,0,1
1.212,1,6,4,5,2
1.3079,2,6,4,7,2
1.7057,2,8,4,9,2
2.3892,1,7,1,8,2
2.8689,2,7,6,5,1
1.5555,2,4,1,6,2
2.0674,1,7,3,0,1
1.8115,2,1,2,8,1
2.8353,1,3,4,0,1
1.8682,1,9,1,7,2
1.6732,1,8,4,3,1
1.7032,1,2,3,5,1
2.5901,1,1,3,8,1
2.2053,2,1,1,11,2
1.9615,1,8,1,0,1
2.2561,1,9,2,3,2
2.1342,2,2,2,6,2
2.3532,1,11,4,0,1
3.133,1,9,3,3,2
1.9336,1,6,5,2,2
2.7365,2,8,1,1,2
1.3294,1,6,4,4,2
1.495,1,7,4,8,2
2.8515,2,9,1,0,1
4.4542,2,2,4,4,2
2.0769,2,3,4,8,1
3.7638,2,9,3,3,1
1.2573,2,1,1,8,1
3.1491,2,3,1,1,2
2.0664,2,7,4,0,1
2.2218,1,7,3,8,2
2.3708,2,2,1,4,2
2.2175,2,8,1,11,2
1.5718,2,2,4,5,1
1.8773,2,5,2,7,1
2.2783,1,3,3,0,1
1.5813,1,7,6,5,2
5.5136,2,8,5,1,2
1.9653,2,8,6,1,2
1.083,1,7,1,6,2
2.1157,2,1,3,7,2
1.1185,2,7,2,9,2
1.6376,2,2,1,7,2
1.6993,2,1,4,8,1
3.4881,1,2,3,6,1
1.8361,1,1,2,8,2
2.4283,2,2,5,6,2
1.2041,1,3,1,0,1
5.4047,2,1,5,8,1
1.1603,1,5,1,3,1
3.5926,1,6,1,7,1
1.5523,1,9,4,0,1
1.7303,2,7,5,0,1
1.4947,1,6,1,5,2
1.7099,2,6,2,0,1
1.1054,2,12,4,4,2
2.8139,1,9,6,7,1
4.8959,2,8,4,7,2
1.6266,1,7,2,0,1
2.786,1,3,3,5,2
1.9918,2,3,3,8,1
1.3993,2,6,4,5,1
3.2091,1,10,4,12,2
3.573,1,8,3,1,2
1.2603,1,11,4,8,2
1.4996,2,8,3,0,1
1.2496,2,12,1,4,2
1.4472,2,3,4,1,2
2.8068,2,5,1,3,2
1.8943,2,9,4,1,2
1.2802,2,4,4,0,1
1.408,1,4,1,12,2
3.0925,1,1,3,3,1
2.0308,2,5,4,3,2
3.3198,2,5,1,2,2
2.1904,1,2,6,6,1
1.663,2,6,1,7,2
4.1962,2,5,3,0,1
2.6453,1,5,3,6,1
2.2243,1,8,1,3,2
2.0485,2,1,6,8,1
2.0171,2,8,3,7,2
1.889,2,3,1,8,2
1.245,2,7,4,8,1
2.5507,2,9,6,7,2
1.5472,1,12,1,10,1
2.5184,2,7,5,5,1
2.0846,1,7,5,9,2
1.0762,2,4,4,6,2
1.3051,1,12,1,4,1
2.5056,2,8,4,11,2
1.35,1,2,1,6,1
2.2359,2,11,3,8,1
4.0969,1,9,1,1,2
1.9551,2,7,1,6,1
1.2356,1,2,4,4,1
2.7517,1,7,3,1,2
1.6757,2,9,5,7,2
1.3054,1,6,3,2,2
1.1808,1,6,1,4,2
0.88063,1,3,5,9,2
2.2401,2,9,4,8,1
1.5292,1,8,4,0,1
4.027,2,3,1,8,2
2.0056,2,5,2,7,1
3.2442,2,1,3,8,2
1.9533,2,9,1,0,1
1.8149,1,12,4,4,1
1.3381,2,3,4,5,1
2.5166,2,1,4,0,1
1.1907,1,2,4,7,1
2.7524,1,5,4,0,1
1.8519,2,7,2,5,2
1.4812,2,9,2,5,1
1.879,2,9,3,8,1
1.6994,1,6,1,5,2
4.0993,2,9,1,7,1
2.5224,1,3,1,0,1
0.96017,2,9,3,0,1
1.3677,2,6,4,5,1
1.1882,1,1,3,0,1
1.1922,1,8,3,3,1
1.3986,2,5,5,7,2
1.668,2,8,4,9,2
1.6571,1,4,1,6,1
2.0748,2,1,2,8,1
1.9583,2,6,5,0,1
1.2654,2,5,6,9,2
1.5811,2,1,3,11,2
1.4574,1,1,4,7,1
2.0569,2,7,1,0,1
1.5484,1,6,4,4,2
1.7038,2,11,1,0,1
2.0053,2,10,1,12,1
4.08,2,6,4,7,2
1.2384,2,1,1,8,1
1.6246,1,9,1,3,2
1.9747,1,2,3,6,1
1.3211,1,7,3,0,1
3.126,2,1,5,8,1
1.7472,2,3,1,1,2
2.1183,1,6,5,2,2
2.5226,1,11,3,8,2
2.5605,1,9,4,7,1
1.1793,2,8,1,11,2
2.1472,1,5,3,2,2
2.2623,2,5,6,7,2
1.2219,1,7,4,2,2
1.9103,2,1,4,3,1
3.1044,1,3,4,8,2
1.2331,1,1,1,7,1
1.3537,1,8,1,3,2
1.8196,2,7,5,0,1
2.3058,1,8,4,3,1
2.2569,2,2,3,6,2
1.6314,2,3,1,5,1
2.2991,1,9,3,1,2
1.7376,2,9,2,7,1
2.1105,1,7,2,5,1
2.767,2,2,4,6,2
1.1859,1,3,2,0,1
2.0689,2,2,3,7,2
1.1046,1,8,6,0,1
1.1642,1,8,4,0,1
3.0537,1,7,1,1,2
2.1174,1,7,3,6,2
2.4562,2,1,4,7,2
4.867,1,2,4,4,1
4.3537,1,1,3,7,1
2.4033,1,6,4,2,2
1.2024,2,3,6,0,1
1.0723,1,3,1,8,1
1.2987,1,5,3,6,1
1.5843,2,3,2,9,2
1.2426,1,7,4,9,2
1.088,2,1,1,11,2
1.1008,2,7,3,9,2
1.1434,1,1,4,3,2
1.1041,2,8,1,1,2
0.87436,1,12,1,4,1
1.418,1,9,5,5,1
1.1491,2,6,1,7,2
1.4367,1,7,5,5,2
1.0173,2,6,1,5,1
1.9128,1,5,1,3,1
0.87036,2,8,3,0,1
0.78435,2,6,4,0,1
3.1271,2,9,2,3,1
0.84836,2,6,1,0,1
0.65456,1,3,3,1,2
1.3745,1,8,4,7,1
2.1568,2,7,3,8,1
1.8023,2,4,1,6,2
1.4034,2,5,1,6,2
1.1697,2,7,1,9,2
