2.2947,1
5.0843,1
5.188,1
1.288,1
1.2505,1
5.1009,1
5.9649,1
5.8134,1
0.99798,1
1.3765,1
4.4289,1
0.92121,1
3.0563,1
1.3485,1
1.5996,1
1.4394,1
1.5879,1
1.816,1
1.3527,1
1.0164,1
1.731,1
1.8032,1
1.3145,1
1.6645,1
2.5252,1
2.5929,1
1.5262,1
2.0816,1
1.1241,1
2.9142,1
3.601,1
2.7202,1
4.5586,1
1.4545,1
1.8115,1
2.5901,1
2.2053,1
1.2573,1
2.1157,1
1.6993,1
1.8361,1
5.4047,1
3.0925,1
2.0485,1
3.2442,1
2.5166,1
1.1882,1
2.0748,1
1.5811,1
1.4574,1
1.2384,1
3.126,1
1.9103,1
1.2331,1
2.4562,1
4.3537,1
1.088,1
1.1434,1
1.6866,1
1.8213,1
1.1307,1
1.5996,1
1.5555,1
0.44858,1
3.0066,1
1.2624,1
1.6203,1
4.4855,1
1.7966,1
0.92617,1
1.4162,1
1.2911,1
1.2317,1
2.2866,1
2.9222,1
0.81864,1
0.94681,1
0.91514,1
1.7712,1
1.5416,1
2.125,1
1.9787,1
2.0773,1
3.7685,1
3.1163,1
4.8278,1
1.2492,1
3.3274,1
1.2347,1
1.8339,1
1.9637,1
2.1617,1
1.2709,1
3.5429,1
2.9514,1
1.6506,1
3.3133,1
1.441,1
0.99615,1
1.8614,1
1.82,1
1.2444,1
2.1287,1
1.6157,1
1.5444,1
4.5697,1
1.8587,1
1.8159,1
2.2791,1
2.1607,1
3.2086,1
1.392,1
1.4789,1
1.5219,1
2.8519,1
2.7057,1
3.1272,1
2.068,1
2.9806,1
4.2632,1
1.8171,1
2.447,1
1.465,1
1.8872,1
3.6637,1
1.3846,1
4.5616,1
1.4933,1
2.3184,1
2.2969,1
5.0299,1
3.8977,1
1.698,1
5.4327,1
1.767,1
6.5944,1
3.4855,1
1.2405,1
1.7602,1
3.4581,1
6.1292,1
3.5616,1
1.1977,1
1.0283,1
1.69,1
2.0409,1
2.5282,1
3.6139,1
4.9237,1
1.1967,1
4.1166,1
2.141,1
1.6042,1
4.0556,1
1.6895,1
0.72981,1
1.9212,1
2.6216,1
4.4212,1
2.4043,1
3.8128,1
5.6365,1
1.3298,1
7.9655,1
2.3678,1
1.5347,1
2.5091,1
3.555,1
2.4008,1
2.3468,1
3.9792,1
2.5081,1
3.596,1
1.4037,1
1.1716,1
1.2927,1
1.5846,1
1.1216,1
1.4738,1
1.9647,1
1.1439,1
1.4847,1
1.7258,1
1.8285,1
1.5513,1
1.656,1
3.0979,1
1.3815,1
1.8097,1
2.7222,1
2.7866,1
2.8621,1
1.8616,1
2.7866,1
2.5405,1
3.45,1
1.0072,1
2.1599,1
2.3039,1
2.6799,1
2.1501,1
6.2905,1
3.261,1
3.1783,1
2.1531,1
2.3264,1
2.4998,1
1.8586,1
2.6315,1
4.3193,1
1.3647,1
1.8202,1
2.2606,1
5.5379,1
2.4551,1
1.6579,1
2.3001,1
2.4283,1
1.8723,1
1.9708,1
2.0161,1
8.5975,1
1.5562,1
2.5885,1
1.942,1
0.99391,1
3.5286,1
1.9981,1
4.856,1
2.3968,1
0.96855,1
1.0336,1
2.9652,1
0.44297,1
0.93162,1
2.0847,1
1.1343,1
1.0873,1
1.7177,1
3.4443,1
1.9744,1
5.7658,1
5.6512,1
2.7467,1
5.0788,1
1.7599,1
3.0836,1
2.8446,1
1.4504,1
1.2009,1
1.1931,1
1.3025,1
1.6317,1
2.1777,1
2.5054,1
1.6276,1
2.8095,1
1.9834,1
3.8558,1
3.5538,1
2.4659,1
2.6253,1
1.4677,1
2.0997,1
2.6362,1
3.819,1
3.7967,1
2.1217,1
1.3471,1
1.5925,1
2.7136,1
2.2172,1
2.7395,1
3.2006,1
6.5336,1
2.0896,1
2.9652,1
0.5368,1
1.6431,1
1.4561,1
2.2265,1
3.2658,1
1.4058,1
1.3421,1
2.3482,1
3.6591,1
3.343,1
4.114,1
1.2859,1
2.2674,1
1.639,1
1.4585,1
2.5123,1
2.4314,1
3.3753,1
3.9623,1
3.0222,1
4.2579,1
3.5335,1
2.4658,1
1.7063,1
1.969,1
1.1034,1
3.0439,1
3.8542,1
1.5389,1
2.0294,1
1.9114,1
2.1071,1
1.6241,1
2.8355,1
1.1225,1
1.6459,1
1.8146,1
1.3885,1
1.9521,1
2.585,1
1.1188,1
2.0972,1
2.6797,1
1.83,1
2.0999,1
1.2965,1
1.9235,1
0.93781,2
1.0059,2
1.3627,2
3.5154,2
2.0165,2
2.1936,2
4.6335,2
1.5352,2
2.6493,2
1.614,2
0.98161,2
1.6468,2
1.4906,2
1.4651,2
1.054,2
1.6133,2
0.96792,2
1.6109,2
4.6711,2
2.0197,2
2.5658,2
1.4189,2
2.0197,2
2.2006,2
1.7032,2
2.1342,2
4.4542,2
2.3708,2
1.5718,2
1.6376,2
3.4881,2
2.4283,2
2.1904,2
1.35,2
1.2356,2
1.1907,2
1.9747,2
2.2569,2
2.767,2
2.0689,2
4.867,2
2.7627,2
2.192,2
1.2468,2
1.4116,2
0.81961,2
1.2018,2
1.2046,2
2.2542,2
0.70601,2
2.6361,2
0.95576,2
1.4865,2
0.99158,2
1.6163,2
1.0768,2
1.198,2
0.94542,2
0.75429,2
1.9094,2
0.26281,2
1.4054,2
1.2755,2
1.4265,2
1.432,2
0.59486,2
1.4371,2
1.4851,2
2.9655,2
2.5615,2
4.5038,2
3.1924,2
0.89879,2
3.1161,2
1.7669,2
1.5094,2
2.2141,2
1.6535,2
1.655,2
2.8223,2
1.694,2
1.8048,2
2.715,2
2.3818,2
2.2367,2
3.1807,2
1.4575,2
2.2452,2
1.6541,2
2.2293,2
1.4734,2
1.7139,2
2.4147,2
1.703,2
3.9061,2
2.3433,2
2.4059,2
1.5327,2
