1,1,12.597
1,1,28.416
1,1,2.1389
1,1,6.2132
1,1,2.0746
1,1,3.1435
1,1,6.2846
1,1,0.46042
1,1,8.8515
1,1,8.804
1,1,1.3312
1,1,14.034
1,1,9.447
1,1,11.336
1,1,12.553
1,1,0.50647
1,1,2.7879
1,1,0.017219
1,1,0.096229
1,1,1.8674
1,1,0.05245
1,1,5.6121
1,1,3.8302
1,1,2.6783
1,1,13.168
1,1,3.1497
1,1,2.9575
1,1,7.6459
1,1,1.7704
1,1,8.7894
1,1,2.9262
1,1,3.7939
1,1,6.4308
1,1,9.7646
1,1,9.0741
1,1,3.0064
1,1,4.1958
1,1,2.6117
1,1,1.9981
1,1,1.3418
1,1,3.3963
1,1,0.96187
1,1,3.2272
1,1,1.1132
1,1,0.81945
1,1,1.502
1,1,4.5565
1,1,4.7477
1,1,2.5025
1,1,1.0837
1,1,1.1821
1,1,1.6474
1,1,1.8351
1,1,3.1234
1,1,3.2461
1,1,1.64
1,1,2.6011
1,1,2.1187
1,1,1.1524
1,1,3.8464
1,1,2.7353
1,1,2.2308
1,1,3.4784
1,1,7.3863
1,1,4.8087
1,1,2.2453
1,1,4.9904
1,1,2.5988
1,1,7.479
1,1,4.0209
1,1,5.5137
1,1,1.3402
1,1,2.7881
1,1,1.1506
1,1,1.2661
1,1,3.5527
1,1,2.2165
1,1,3.2915
1,1,4.2365
1,1,5.7045
1,1,1.9104
1,1,5.2009
1,1,8.9679
1,1,1.131
1,1,3.2006
1,1,5.6633
1,1,3.4059
1,1,1.2656
1,1,2.5336
1,2,0.61275
1,2,5.7186
1,2,4.0297
1,2,0.024382
1,2,15.291
1,2,5.303
1,2,3.4542
1,2,10.982
1,2,2.0415
1,2,0.55439
1,2,27.264
1,2,2.4186
1,2,2.2062
1,2,1.8694
1,2,10.659
1,2,10.281
1,2,7.1641
1,2,5.8218
1,2,0.81515
1,2,6.4814
1,2,2.7439
1,2,1.5817
1,2,11.532
1,2,12.371
1,2,2.6323
1,2,1.5854
1,2,1.9419
1,2,0.04561
1,2,1.9257
1,2,0.89421
1,2,1.5674
1,2,1.9392
1,2,1.6526
1,2,1.0814
1,2,11.359
1,2,5.3961
1,2,3.3226
1,2,2.158
1,2,9.0804
1,2,3.5053
1,2,4.1024
1,2,2.6293
1,2,6.0295
1,2,1.8596
1,2,1.7888
1,2,6.1843
1,2,1.6765
1,2,2.8987
1,2,3.2553
1,2,6.7936
1,2,3.9296
1,2,4.0395
1,2,6.887
1,2,3.3932
1,2,4.885
1,2,6.1099
1,2,4.0409
1,2,1.8238
1,2,5.1213
1,2,6.7498
1,2,2.9252
1,2,4.747
1,2,1.2395
1,2,3.8248
1,2,4.8539
1,2,5.3179
1,2,3.8457
1,2,1.7775
1,2,5.8734
2,1,2.2947
2,1,1.4502
2,1,7.8339
2,1,3.2705
2,1,2.9373
2,1,1.1074
2,1,6.8095
2,1,2.6067
2,1,0.93781
2,1,1.7694
2,1,1.3896
2,1,1.288
2,1,5.1009
2,1,1.3627
2,1,1.2936
2,1,0.92436
2,1,1.2852
2,1,4.4371
2,1,2.2908
2,1,3.5154
2,1,1.1606
2,1,2.6774
2,1,6.4726
2,1,4.0309
2,1,3.9295
2,1,2.1963
2,1,1.6794
2,1,1.2836
2,1,2.3585
2,1,2.0165
2,1,3.4671
2,1,4.0347
2,1,9.2786
2,1,2.0515
2,1,1.7414
2,1,1.7148
2,1,2.1088
2,1,5.9649
2,1,3.2166
2,1,1.8606
2,1,7.28
2,1,3.3083
2,1,5.4867
2,1,4.794
2,1,5.0348
2,1,12.193
2,1,3.3399
2,1,2.171
2,1,7.0041
2,1,5.8134
